icd9,icd9_description,icd10,icd10_description,approximate,combination,scenario,choice_list,no_map,label
17340,Unspecified malignant neoplasm of scalp and skin of neck,C4440,Unspecified malignant neoplasm of skin of scalp and neck,0,0,0,0,0,exact
17341,Basal cell carcinoma of scalp and skin of neck,C4441,Basal cell carcinoma of skin of scalp and neck,0,0,0,0,0,exact
17342,Squamous cell carcinoma of scalp and skin of neck,C4442,Squamous cell carcinoma of skin of scalp and neck,0,0,0,0,0,exact
17349,Other specified malignant neoplasm of scalp and skin of neck,C4449,Other specified malignant neoplasm of skin of scalp and neck,0,0,0,0,0,exact
17391,"Basal cell carcinoma of skin, site unspecified",C4491,"Basal cell carcinoma of skin, unspecified",0,0,0,0,0,exact
17392,"Squamous cell carcinoma of skin, site unspecified",C4492,"Squamous cell carcinoma of skin, unspecified",0,0,0,0,0,exact
17399,"Other specified malignant neoplasm of skin, site unspecified",C4499,"Other specified malignant neoplasm of skin, unspecified",0,0,0,0,0,exact
1760,"Kaposi's sarcoma, skin",C460,Kaposi's sarcoma of skin,0,0,0,0,0,exact
1761,"Kaposi's sarcoma, soft tissue",C461,Kaposi's sarcoma of soft tissue,0,0,0,0,0,exact
1762,"Kaposi's sarcoma, palate",C462,Kaposi's sarcoma of palate,0,0,0,0,0,exact
1763,"Kaposi's sarcoma, gastrointestinal sites",C464,Kaposi's sarcoma of gastrointestinal sites,0,0,0,0,0,exact
1765,"Kaposi's sarcoma, lymph nodes",C463,Kaposi's sarcoma of lymph nodes,0,0,0,0,0,exact
1768,"Kaposi's sarcoma, other specified sites",C467,Kaposi's sarcoma of other sites,0,0,0,0,0,exact
1769,"Kaposi's sarcoma, unspecified site",C469,"Kaposi's sarcoma, unspecified",0,0,0,0,0,exact
179,"Malignant neoplasm of uterus, part unspecified",C55,"Malignant neoplasm of uterus, part unspecified",0,0,0,0,0,exact
1800,Malignant neoplasm of endocervix,C530,Malignant neoplasm of endocervix,0,0,0,0,0,exact
1801,Malignant neoplasm of exocervix,C531,Malignant neoplasm of exocervix,0,0,0,0,0,exact
1808,Malignant neoplasm of other specified sites of cervix,C538,Malignant neoplasm of overlapping sites of cervix uteri,0,0,0,0,0,exact
1809,"Malignant neoplasm of cervix uteri, unspecified site",C539,"Malignant neoplasm of cervix uteri, unspecified",0,0,0,0,0,exact
181,Malignant neoplasm of placenta,C58,Malignant neoplasm of placenta,0,0,0,0,0,exact
1821,Malignant neoplasm of isthmus,C540,Malignant neoplasm of isthmus uteri,0,0,0,0,0,exact
1828,Malignant neoplasm of other specified sites of body of uterus,C548,Malignant neoplasm of overlapping sites of corpus uteri,0,0,0,0,0,exact
1834,Malignant neoplasm of parametrium,C573,Malignant neoplasm of parametrium,0,0,0,0,0,exact
1840,Malignant neoplasm of vagina,C52,Malignant neoplasm of vagina,0,0,0,0,0,exact
1841,Malignant neoplasm of labia majora,C510,Malignant neoplasm of labium majus,0,0,0,0,0,exact
1844,"Malignant neoplasm of vulva, unspecified site",C519,"Malignant neoplasm of vulva, unspecified",0,0,0,0,0,exact
1849,"Malignant neoplasm of female genital organ, site unspecified",C579,"Malignant neoplasm of female genital organ, unspecified",0,0,0,0,0,exact
185,Malignant neoplasm of prostate,C61,Malignant neoplasm of prostate,0,0,0,0,0,exact
1872,Malignant neoplasm of glans penis,C601,Malignant neoplasm of glans penis,0,0,0,0,0,exact
1873,Malignant neoplasm of body of penis,C602,Malignant neoplasm of body of penis,0,0,0,0,0,exact
1874,"Malignant neoplasm of penis, part unspecified",C609,"Malignant neoplasm of penis, unspecified",0,0,0,0,0,exact
1877,Malignant neoplasm of scrotum,C632,Malignant neoplasm of scrotum,0,0,0,0,0,exact
1879,"Malignant neoplasm of male genital organ, site unspecified",C639,"Malignant neoplasm of male genital organ, unspecified",0,0,0,0,0,exact
1880,Malignant neoplasm of trigone of urinary bladder,C670,Malignant neoplasm of trigone of bladder,0,0,0,0,0,exact
1881,Malignant neoplasm of dome of urinary bladder,C671,Malignant neoplasm of dome of bladder,0,0,0,0,0,exact
1882,Malignant neoplasm of lateral wall of urinary bladder,C672,Malignant neoplasm of lateral wall of bladder,0,0,0,0,0,exact
1883,Malignant neoplasm of anterior wall of urinary bladder,C673,Malignant neoplasm of anterior wall of bladder,0,0,0,0,0,exact
1884,Malignant neoplasm of posterior wall of urinary bladder,C674,Malignant neoplasm of posterior wall of bladder,0,0,0,0,0,exact
1885,Malignant neoplasm of bladder neck,C675,Malignant neoplasm of bladder neck,0,0,0,0,0,exact
1886,Malignant neoplasm of ureteric orifice,C676,Malignant neoplasm of ureteric orifice,0,0,0,0,0,exact
1887,Malignant neoplasm of urachus,C677,Malignant neoplasm of urachus,0,0,0,0,0,exact
1888,Malignant neoplasm of other specified sites of bladder,C678,Malignant neoplasm of overlapping sites of bladder,0,0,0,0,0,exact
1889,"Malignant neoplasm of bladder, part unspecified",C679,"Malignant neoplasm of bladder, unspecified",0,0,0,0,0,exact
1893,Malignant neoplasm of urethra,C680,Malignant neoplasm of urethra,0,0,0,0,0,exact
1898,Malignant neoplasm of other specified sites of urinary organs,C688,Malignant neoplasm of overlapping sites of urinary organs,0,0,0,0,0,exact
1899,"Malignant neoplasm of urinary organ, site unspecified",C689,"Malignant neoplasm of urinary organ, unspecified",0,0,0,0,0,exact
1910,"Malignant neoplasm of cerebrum, except lobes and ventricles",C710,"Malignant neoplasm of cerebrum, except lobes and ventricles",0,0,0,0,0,exact
1911,Malignant neoplasm of frontal lobe,C711,Malignant neoplasm of frontal lobe,0,0,0,0,0,exact
1912,Malignant neoplasm of temporal lobe,C712,Malignant neoplasm of temporal lobe,0,0,0,0,0,exact
1913,Malignant neoplasm of parietal lobe,C713,Malignant neoplasm of parietal lobe,0,0,0,0,0,exact
1914,Malignant neoplasm of occipital lobe,C714,Malignant neoplasm of occipital lobe,0,0,0,0,0,exact
1915,Malignant neoplasm of ventricles,C715,Malignant neoplasm of cerebral ventricle,0,0,0,0,0,exact
1916,Malignant neoplasm of cerebellum nos,C716,Malignant neoplasm of cerebellum,0,0,0,0,0,exact
1917,Malignant neoplasm of brain stem,C717,Malignant neoplasm of brain stem,0,0,0,0,0,exact
1918,Malignant neoplasm of other parts of brain,C718,Malignant neoplasm of overlapping sites of brain,0,0,0,0,0,exact
1919,"Malignant neoplasm of brain, unspecified",C719,"Malignant neoplasm of brain, unspecified",0,0,0,0,0,exact
1923,Malignant neoplasm of spinal meninges,C701,Malignant neoplasm of spinal meninges,0,0,0,0,0,exact
193,Malignant neoplasm of thyroid gland,C73,Malignant neoplasm of thyroid gland,0,0,0,0,0,exact
1941,Malignant neoplasm of parathyroid gland,C750,Malignant neoplasm of parathyroid gland,0,0,0,0,0,exact
1944,Malignant neoplasm of pineal gland,C753,Malignant neoplasm of pineal gland,0,0,0,0,0,exact
1945,Malignant neoplasm of carotid body,C754,Malignant neoplasm of carotid body,0,0,0,0,0,exact
1950,"Malignant neoplasm of head, face, and neck",C760,"Malignant neoplasm of head, face and neck",0,0,0,0,0,exact
1951,Malignant neoplasm of thorax,C761,Malignant neoplasm of thorax,0,0,0,0,0,exact
1952,Malignant neoplasm of abdomen,C762,Malignant neoplasm of abdomen,0,0,0,0,0,exact
1953,Malignant neoplasm of pelvis,C763,Malignant neoplasm of pelvis,0,0,0,0,0,exact
1960,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck",C770,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face and neck",0,0,0,0,0,exact
1961,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes,C771,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes,0,0,0,0,0,exact
1962,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,C772,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,0,0,0,0,0,exact
1963,Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb,C773,Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,0,0,0,0,0,exact
1965,Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb,C774,Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes,0,0,0,0,0,exact
1966,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes,C775,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes,0,0,0,0,0,exact
1968,Secondary and unspecified malignant neoplasm of lymph nodes of multiple sites,C778,Secondary and unspecified malignant neoplasm of lymph nodes of multiple regions,0,0,0,0,0,exact
1969,"Secondary and unspecified malignant neoplasm of lymph nodes, site unspecified",C779,"Secondary and unspecified malignant neoplasm of lymph node, unspecified",0,0,0,0,0,exact
1971,Secondary malignant neoplasm of mediastinum,C781,Secondary malignant neoplasm of mediastinum,0,0,0,0,0,exact
1972,Secondary malignant neoplasm of pleura,C782,Secondary malignant neoplasm of pleura,0,0,0,0,0,exact
1974,Secondary malignant neoplasm of small intestine including duodenum,C784,Secondary malignant neoplasm of small intestine,0,0,0,0,0,exact
1975,Secondary malignant neoplasm of large intestine and rectum,C785,Secondary malignant neoplasm of large intestine and rectum,0,0,0,0,0,exact
1976,Secondary malignant neoplasm of retroperitoneum and peritoneum,C786,Secondary malignant neoplasm of retroperitoneum and peritoneum,0,0,0,0,0,exact
1982,Secondary malignant neoplasm of skin,C792,Secondary malignant neoplasm of skin,0,0,0,0,0,exact
19881,Secondary malignant neoplasm of breast,C7981,Secondary malignant neoplasm of breast,0,0,0,0,0,exact
19882,Secondary malignant neoplasm of genital organs,C7982,Secondary malignant neoplasm of genital organs,0,0,0,0,0,exact
1990,Disseminated malignant neoplasm without specification of site,C800,"Disseminated malignant neoplasm, unspecified",0,0,0,0,0,exact
1992,Malignant neoplasm associated with transplant organ,C802,Malignant neoplasm associated with transplanted organ,0,0,0,0,0,exact
20021,"Burkitt's tumor or lymphoma, lymph nodes of head, face, and neck",C8371,"Burkitt lymphoma, lymph nodes of head, face, and neck",0,0,0,0,0,exact
20022,"Burkitt's tumor or lymphoma, intrathoracic lymph nodes",C8372,"Burkitt lymphoma, intrathoracic lymph nodes",0,0,0,0,0,exact
20023,"Burkitt's tumor or lymphoma, intra-abdominal lymph nodes",C8373,"Burkitt lymphoma, intra-abdominal lymph nodes",0,0,0,0,0,exact
20024,"Burkitt's tumor or lymphoma, lymph nodes of axilla and upper limb",C8374,"Burkitt lymphoma, lymph nodes of axilla and upper limb",0,0,0,0,0,exact
20025,"Burkitt's tumor or lymphoma, lymph nodes of inguinal region and lower limb",C8375,"Burkitt lymphoma, lymph nodes of inguinal region and lower limb",0,0,0,0,0,exact
20027,"Burkitt's tumor or lymphoma, spleen",C8377,"Burkitt lymphoma, spleen",0,0,0,0,0,exact
20028,"Burkitt's tumor or lymphoma, lymph nodes of multiple sites",C8378,"Burkitt lymphoma, lymph nodes of multiple sites",0,0,0,0,0,exact
20041,"Mantle cell lymphoma, lymph nodes of head, face, and neck",C8311,"Mantle cell lymphoma, lymph nodes of head, face, and neck",0,0,0,0,0,exact
20042,"Mantle cell lymphoma, intrathoracic lymph nodes",C8312,"Mantle cell lymphoma, intrathoracic lymph nodes",0,0,0,0,0,exact
20043,"Mantle cell lymphoma, intra-abdominal lymph nodes",C8313,"Mantle cell lymphoma, intra-abdominal lymph nodes",0,0,0,0,0,exact
20044,"Mantle cell lymphoma, lymph nodes of axilla and upper limb",C8314,"Mantle cell lymphoma, lymph nodes of axilla and upper limb",0,0,0,0,0,exact
20045,"Mantle cell lymphoma, lymph nodes of inguinal region and lower limb",C8315,"Mantle cell lymphoma, lymph nodes of inguinal region and lower limb",0,0,0,0,0,exact
20047,"Mantle cell lymphoma, spleen",C8317,"Mantle cell lymphoma, spleen",0,0,0,0,0,exact
20048,"Mantle cell lymphoma, lymph nodes of multiple sites",C8318,"Mantle cell lymphoma, lymph nodes of multiple sites",0,0,0,0,0,exact
20151,"Hodgkin's disease, nodular sclerosis, lymph nodes of head, face, and neck",C8111,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of head, face, and neck",0,0,0,0,0,exact
20152,"Hodgkin's disease, nodular sclerosis, intrathoracic lymph nodes",C8112,"Nodular sclerosis Hodgkin lymphoma, intrathoracic lymph nodes",0,0,0,0,0,exact
20153,"Hodgkin's disease, nodular sclerosis, intra-abdominal lymph nodes",C8113,"Nodular sclerosis Hodgkin lymphoma, intra-abdominal lymph nodes",0,0,0,0,0,exact
20154,"Hodgkin's disease, nodular sclerosis, lymph nodes of axilla and upper limb",C8114,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of axilla and upper limb",0,0,0,0,0,exact
20158,"Hodgkin's disease, nodular sclerosis, lymph nodes of multiple sites",C8118,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of multiple sites",0,0,0,0,0,exact
20161,"Hodgkin's disease, mixed cellularity, lymph nodes of head, face, and neck",C8121,"Mixed cellularity Hodgkin lymphoma, lymph nodes of head, face, and neck",0,0,0,0,0,exact
20168,"Hodgkin's disease, mixed cellularity, lymph nodes of multiple sites",C8128,"Mixed cellularity Hodgkin lymphoma, lymph nodes of multiple sites",0,0,0,0,0,exact
20174,"Hodgkin's disease, lymphocytic depletion, lymph nodes of axilla and upper limb",C8134,"Lymphocyte depleted Hodgkin lymphoma, lymph nodes of axilla and upper limb",0,0,0,0,0,exact
20191,"Hodgkin's disease, unspecified type, lymph nodes of head, face, and neck",C8191,"Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",0,0,0,0,0,exact
20192,"Hodgkin's disease, unspecified type, intrathoracic lymph nodes",C8192,"Hodgkin lymphoma, unspecified, intrathoracic lymph nodes",0,0,0,0,0,exact
20193,"Hodgkin's disease, unspecified type, intra-abdominal lymph nodes",C8193,"Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes",0,0,0,0,0,exact
20194,"Hodgkin's disease, unspecified type, lymph nodes of axilla and upper limb",C8194,"Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb",0,0,0,0,0,exact
20195,"Hodgkin's disease, unspecified type, lymph nodes of inguinal region and lower limb",C8195,"Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb",0,0,0,0,0,exact
20196,"Hodgkin's disease, unspecified type, intrapelvic lymph nodes",C8196,"Hodgkin lymphoma, unspecified, intrapelvic lymph nodes",0,0,0,0,0,exact
20197,"Hodgkin's disease, unspecified type, spleen",C8197,"Hodgkin lymphoma, unspecified, spleen",0,0,0,0,0,exact
20198,"Hodgkin's disease, unspecified type, lymph nodes of multiple sites",C8198,"Hodgkin lymphoma, unspecified, lymph nodes of multiple sites",0,0,0,0,0,exact
20221,"Sezary's disease, lymph nodes of head, face, and neck",C8411,"Sezary disease, lymph nodes of head, face, and neck",0,0,0,0,0,exact
20300,"Multiple myeloma, without mention of having achieved remission",C9000,Multiple myeloma not having achieved remission,0,0,0,0,0,exact
20301,"Multiple myeloma, in remission",C9001,Multiple myeloma in remission,0,0,0,0,0,exact
20302,"Multiple myeloma, in relapse",C9002,Multiple myeloma in relapse,0,0,0,0,0,exact
20310,"Plasma cell leukemia, without mention of having achieved remission",C9010,Plasma cell leukemia not having achieved remission,0,0,0,0,0,exact
20311,"Plasma cell leukemia, in remission",C9011,Plasma cell leukemia in remission,0,0,0,0,0,exact
20312,"Plasma cell leukemia, in relapse",C9012,Plasma cell leukemia in relapse,0,0,0,0,0,exact
20400,"Acute lymphoid leukemia, without mention of having achieved remission",C9100,Acute lymphoblastic leukemia not having achieved remission,0,0,0,0,0,exact
20401,"Acute lymphoid leukemia, in remission",C9101,"Acute lymphoblastic leukemia, in remission",0,0,0,0,0,exact
20402,"Acute lymphoid leukemia, in relapse",C9102,"Acute lymphoblastic leukemia, in relapse",0,0,0,0,0,exact
20410,"Chronic lymphoid leukemia, without mention of having achieved remission",C9110,Chronic lymphocytic leukemia of B-cell type not having achieved remission,0,0,0,0,0,exact
20411,"Chronic lymphoid leukemia, in remission",C9111,Chronic lymphocytic leukemia of B-cell type in remission,0,0,0,0,0,exact
20412,"Chronic lymphoid leukemia, in relapse",C9112,Chronic lymphocytic leukemia of B-cell type in relapse,0,0,0,0,0,exact
20490,"Unspecified lymphoid leukemia, without mention of having achieved remission",C9190,"Lymphoid leukemia, unspecified not having achieved remission",0,0,0,0,0,exact
20492,"Unspecified lymphoid leukemia, in relapse",C9192,"Lymphoid leukemia, unspecified, in relapse",0,0,0,0,0,exact
20530,"Myeloid sarcoma, without mention of having achieved remission",C9230,"Myeloid sarcoma, not having achieved remission",0,0,0,0,0,exact
20531,"Myeloid sarcoma, in remission",C9231,"Myeloid sarcoma, in remission",0,0,0,0,0,exact
20590,"Unspecified myeloid leukemia, without mention of having achieved remission",C9290,"Myeloid leukemia, unspecified, not having achieved remission",0,0,0,0,0,exact
20591,"Unspecified myeloid leukemia, in remission",C9291,"Myeloid leukemia, unspecified in remission",0,0,0,0,0,exact
20600,"Acute monocytic leukemia, without mention of having achieved remission",C9300,"Acute monoblastic/monocytic leukemia, not having achieved remission",0,0,0,0,0,exact
20601,"Acute monocytic leukemia,in remission",C9301,"Acute monoblastic/monocytic leukemia, in remission",0,0,0,0,0,exact
20610,"Chronic monocytic leukemia, without mention of having achieved remission",C9310,Chronic myelomonocytic leukemia not having achieved remission,0,0,0,0,0,exact
20700,"Acute erythremia and erythroleukemia, without mention of having achieved remission",C9400,"Acute erythroid leukemia, not having achieved remission",0,0,0,0,0,exact
20701,"Acute erythremia and erythroleukemia, in remission",C9401,"Acute erythroid leukemia, in remission",0,0,0,0,0,exact
20702,"Acute erythremia and erythroleukemia, in relapse",C9402,"Acute erythroid leukemia, in relapse",0,0,0,0,0,exact
20800,"Acute leukemia of unspecified cell type, without mention of having achieved remission",C9500,Acute leukemia of unspecified cell type not having achieved remission,0,0,0,0,0,exact
20810,"Chronic leukemia of unspecified cell type, without mention of having achieved remission",C9510,Chronic leukemia of unspecified cell type not having achieved remission,0,0,0,0,0,exact
20811,"Chronic leukemia of unspecified cell type, in remission",C9511,"Chronic leukemia of unspecified cell type, in remission",0,0,0,0,0,exact
20900,"Malignant carcinoid tumor of the small intestine, unspecified portion",C7A019,"Malignant carcinoid tumor of the small intestine, unspecified portion",0,0,0,0,0,exact
