Order2018	POAexemptCode	Description
62409	S82.899M	"Other fracture of unspecified lower leg, subsequent encounter for open fracture type I or II with nonunion"
62410	S82.899N	"Other fracture of unspecified lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
62411	S82.899P	"Other fracture of unspecified lower leg, subsequent encounter for closed fracture with malunion"
62412	S82.899Q	"Other fracture of unspecified lower leg, subsequent encounter for open fracture type I or II with malunion"
62413	S82.899R	"Other fracture of unspecified lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
62414	S82.899S	"Other fracture of unspecified lower leg, sequela"
62420	S82.90XD	"Unspecified fracture of unspecified lower leg, subsequent encounter for closed fracture with routine healing"
62421	S82.90XE	"Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type I or II with routine healing"
62422	S82.90XF	"Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
62423	S82.90XG	"Unspecified fracture of unspecified lower leg, subsequent encounter for closed fracture with delayed healing"
62424	S82.90XH	"Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type I or II with delayed healing"
62425	S82.90XJ	"Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
62426	S82.90XK	"Unspecified fracture of unspecified lower leg, subsequent encounter for closed fracture with nonunion"
62427	S82.90XM	"Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type I or II with nonunion"
62428	S82.90XN	"Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
62429	S82.90XP	"Unspecified fracture of unspecified lower leg, subsequent encounter for closed fracture with malunion"
62430	S82.90XQ	"Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type I or II with malunion"
62431	S82.90XR	"Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
62432	S82.90XS	"Unspecified fracture of unspecified lower leg, sequela"
62437	S82.91XD	"Unspecified fracture of right lower leg, subsequent encounter for closed fracture with routine healing"
62438	S82.91XE	"Unspecified fracture of right lower leg, subsequent encounter for open fracture type I or II with routine healing"
62439	S82.91XF	"Unspecified fracture of right lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
62440	S82.91XG	"Unspecified fracture of right lower leg, subsequent encounter for closed fracture with delayed healing"
62441	S82.91XH	"Unspecified fracture of right lower leg, subsequent encounter for open fracture type I or II with delayed healing"
62442	S82.91XJ	"Unspecified fracture of right lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
62443	S82.91XK	"Unspecified fracture of right lower leg, subsequent encounter for closed fracture with nonunion"
62444	S82.91XM	"Unspecified fracture of right lower leg, subsequent encounter for open fracture type I or II with nonunion"
62445	S82.91XN	"Unspecified fracture of right lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
62446	S82.91XP	"Unspecified fracture of right lower leg, subsequent encounter for closed fracture with malunion"
62447	S82.91XQ	"Unspecified fracture of right lower leg, subsequent encounter for open fracture type I or II with malunion"
62448	S82.91XR	"Unspecified fracture of right lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
62449	S82.91XS	"Unspecified fracture of right lower leg, sequela"
62454	S82.92XD	"Unspecified fracture of left lower leg, subsequent encounter for closed fracture with routine healing"
62455	S82.92XE	"Unspecified fracture of left lower leg, subsequent encounter for open fracture type I or II with routine healing"
62456	S82.92XF	"Unspecified fracture of left lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
62457	S82.92XG	"Unspecified fracture of left lower leg, subsequent encounter for closed fracture with delayed healing"
62458	S82.92XH	"Unspecified fracture of left lower leg, subsequent encounter for open fracture type I or II with delayed healing"
62459	S82.92XJ	"Unspecified fracture of left lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
62460	S82.92XK	"Unspecified fracture of left lower leg, subsequent encounter for closed fracture with nonunion"
62461	S82.92XM	"Unspecified fracture of left lower leg, subsequent encounter for open fracture type I or II with nonunion"
62462	S82.92XN	"Unspecified fracture of left lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
62463	S82.92XP	"Unspecified fracture of left lower leg, subsequent encounter for closed fracture with malunion"
62464	S82.92XQ	"Unspecified fracture of left lower leg, subsequent encounter for open fracture type I or II with malunion"
62465	S82.92XR	"Unspecified fracture of left lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
62466	S82.92XS	"Unspecified fracture of left lower leg, sequela"
62472	S83.001D	"Unspecified subluxation of right patella, subsequent encounter"
62473	S83.001S	"Unspecified subluxation of right patella, sequela"
62476	S83.002D	"Unspecified subluxation of left patella, subsequent encounter"
62477	S83.002S	"Unspecified subluxation of left patella, sequela"
62480	S83.003D	"Unspecified subluxation of unspecified patella, subsequent encounter"
62481	S83.003S	"Unspecified subluxation of unspecified patella, sequela"
62484	S83.004D	"Unspecified dislocation of right patella, subsequent encounter"
62485	S83.004S	"Unspecified dislocation of right patella, sequela"
62488	S83.005D	"Unspecified dislocation of left patella, subsequent encounter"
62489	S83.005S	"Unspecified dislocation of left patella, sequela"
62492	S83.006D	"Unspecified dislocation of unspecified patella, subsequent encounter"
62493	S83.006S	"Unspecified dislocation of unspecified patella, sequela"
62497	S83.011D	"Lateral subluxation of right patella, subsequent encounter"
62498	S83.011S	"Lateral subluxation of right patella, sequela"
62501	S83.012D	"Lateral subluxation of left patella, subsequent encounter"
62502	S83.012S	"Lateral subluxation of left patella, sequela"
62505	S83.013D	"Lateral subluxation of unspecified patella, subsequent encounter"
62506	S83.013S	"Lateral subluxation of unspecified patella, sequela"
62509	S83.014D	"Lateral dislocation of right patella, subsequent encounter"
62510	S83.014S	"Lateral dislocation of right patella, sequela"
62513	S83.015D	"Lateral dislocation of left patella, subsequent encounter"
62514	S83.015S	"Lateral dislocation of left patella, sequela"
62517	S83.016D	"Lateral dislocation of unspecified patella, subsequent encounter"
62518	S83.016S	"Lateral dislocation of unspecified patella, sequela"
62522	S83.091D	"Other subluxation of right patella, subsequent encounter"
62523	S83.091S	"Other subluxation of right patella, sequela"
62526	S83.092D	"Other subluxation of left patella, subsequent encounter"
62527	S83.092S	"Other subluxation of left patella, sequela"
62530	S83.093D	"Other subluxation of unspecified patella, subsequent encounter"
62531	S83.093S	"Other subluxation of unspecified patella, sequela"
62534	S83.094D	"Other dislocation of right patella, subsequent encounter"
62535	S83.094S	"Other dislocation of right patella, sequela"
62538	S83.095D	"Other dislocation of left patella, subsequent encounter"
62539	S83.095S	"Other dislocation of left patella, sequela"
62542	S83.096D	"Other dislocation of unspecified patella, subsequent encounter"
62543	S83.096S	"Other dislocation of unspecified patella, sequela"
62548	S83.101D	"Unspecified subluxation of right knee, subsequent encounter"
62549	S83.101S	"Unspecified subluxation of right knee, sequela"
62552	S83.102D	"Unspecified subluxation of left knee, subsequent encounter"
62553	S83.102S	"Unspecified subluxation of left knee, sequela"
62556	S83.103D	"Unspecified subluxation of unspecified knee, subsequent encounter"
62557	S83.103S	"Unspecified subluxation of unspecified knee, sequela"
62560	S83.104D	"Unspecified dislocation of right knee, subsequent encounter"
62561	S83.104S	"Unspecified dislocation of right knee, sequela"
62564	S83.105D	"Unspecified dislocation of left knee, subsequent encounter"
62565	S83.105S	"Unspecified dislocation of left knee, sequela"
62568	S83.106D	"Unspecified dislocation of unspecified knee, subsequent encounter"
62569	S83.106S	"Unspecified dislocation of unspecified knee, sequela"
62573	S83.111D	"Anterior subluxation of proximal end of tibia, right knee, subsequent encounter"
62574	S83.111S	"Anterior subluxation of proximal end of tibia, right knee, sequela"
62577	S83.112D	"Anterior subluxation of proximal end of tibia, left knee, subsequent encounter"
62578	S83.112S	"Anterior subluxation of proximal end of tibia, left knee, sequela"
62581	S83.113D	"Anterior subluxation of proximal end of tibia, unspecified knee, subsequent encounter"
62582	S83.113S	"Anterior subluxation of proximal end of tibia, unspecified knee, sequela"
62585	S83.114D	"Anterior dislocation of proximal end of tibia, right knee, subsequent encounter"
62586	S83.114S	"Anterior dislocation of proximal end of tibia, right knee, sequela"
62589	S83.115D	"Anterior dislocation of proximal end of tibia, left knee, subsequent encounter"
62590	S83.115S	"Anterior dislocation of proximal end of tibia, left knee, sequela"
62593	S83.116D	"Anterior dislocation of proximal end of tibia, unspecified knee, subsequent encounter"
62594	S83.116S	"Anterior dislocation of proximal end of tibia, unspecified knee, sequela"
62598	S83.121D	"Posterior subluxation of proximal end of tibia, right knee, subsequent encounter"
62599	S83.121S	"Posterior subluxation of proximal end of tibia, right knee, sequela"
62602	S83.122D	"Posterior subluxation of proximal end of tibia, left knee, subsequent encounter"
62603	S83.122S	"Posterior subluxation of proximal end of tibia, left knee, sequela"
62606	S83.123D	"Posterior subluxation of proximal end of tibia, unspecified knee, subsequent encounter"
62607	S83.123S	"Posterior subluxation of proximal end of tibia, unspecified knee, sequela"
62610	S83.124D	"Posterior dislocation of proximal end of tibia, right knee, subsequent encounter"
62611	S83.124S	"Posterior dislocation of proximal end of tibia, right knee, sequela"
62614	S83.125D	"Posterior dislocation of proximal end of tibia, left knee, subsequent encounter"
62615	S83.125S	"Posterior dislocation of proximal end of tibia, left knee, sequela"
62618	S83.126D	"Posterior dislocation of proximal end of tibia, unspecified knee, subsequent encounter"
62619	S83.126S	"Posterior dislocation of proximal end of tibia, unspecified knee, sequela"
62623	S83.131D	"Medial subluxation of proximal end of tibia, right knee, subsequent encounter"
62624	S83.131S	"Medial subluxation of proximal end of tibia, right knee, sequela"
